Company Name,Contact Number,Company Description,Star Score,Link
D Jennings Contracting Inc.,(647) 710 7847,General Contractors Brampton ON L6Z 4G2,98%,https://homestars.com/companies/2914530-d-jennings-contracting-inc
DreamX,(647) 870 2935,General Contractors North York ON M6M 5B5,89%,https://homestars.com/companies/3002910-dreamx
CASA D'OR KITCHENS,(437) 660 3511,Kitchen & Bathroom - Cabinets & Design Toronto ON M5V 3Z3,90%,https://homestars.com/companies/3005191-casa-d-or-kitchens
Chisholm Kitchens and Home Renovations Inc,(437) 424 5488,Basement Renovation Toronto ON M9W 1W8,90%,https://homestars.com/companies/3005083-chisholm-kitchens-and-home-renovations-inc
Roy Renovation Inc.,(647) 786 6771,General Contractors Markham ON L3S 3J2,90%,https://homestars.com/companies/2983025-roy-renovation-inc
JLS Painting and Renovations,(519) 215 6177,General Contractors Shelburne ON L0N 1S1,90%,https://homestars.com/companies/2974547-jls
Accurate Tech Services,(416) 434 4775,Framing Toronto ON M5V 3A7,98%,https://homestars.com/companies/2997712-accurate-tech-services
Value Designs & Wood Crafts,(343) 889 2904,Kitchen & Bathroom - Cabinets & Design Brampton ON L6V 4B1,95%,https://homestars.com/companies/2988563-value-designs-wood-crafts
ESTRUKTURA,(647) 994 5439,Basement Renovation Toronto ON M4K 3Y4,89%,https://homestars.com/companies/2938668-estruktura
shore bound contracting inc,(289) 828 5754,General Contractors Hamilton ON L8P 0A9,90%,https://homestars.com/companies/2987436-shore-bound-contracting-inc
WKL Homes,(416) 788 2946,General Contractors Milton ON L9T 7Z7,88%,https://homestars.com/companies/2995898-wkl-homes
Being Taper,(437) 260 6984,Basement Renovation Brampton ON L6Y 4R5,89%,https://homestars.com/companies/2991926-being-taper
GS TWINS Inc,(647) 824 0765,General Contractors Vaughan ON L4H1S9,89%,https://homestars.com/companies/3004606-gs-twins-inc
Astrero General Services,(647) 713 3517,General Contractors Toronto ON M1T 3K8,90%,https://homestars.com/companies/3002633-astrero-general-services
Fabled Millwork inc.,(519) 801 5524,Historical Restoration Tavistock ON N0B 2R0,89%,https://homestars.com/companies/3004453-fabled-millwork-inc
Aura Renovations Inc,(647) 391 3292,General Contractors Brampton ON L7A 0A9,90%,https://homestars.com/companies/2957273-aura-renovations-inc
Elevation Homes,(905) 630 9137,Builders Waterford ON n0e 1y0,90%,https://homestars.com/companies/3001251-elevation-homes
Dai's Landscaping,(647) 642 7878,Landscape Contractors & Designers Toronto ON M1S 3K6,90%,https://homestars.com/companies/3003136-dai-s-landscaping
David's Quality Renovations,(416) 993 2019,General Contractors Old Toronto ON M6S 2C3,98%,https://homestars.com/companies/3003610-david-s-quality-renovations
Masters Homes,(647) 505 8971,General Contractors London ON N5W 1P7,90%,https://homestars.com/companies/3002694-masters-homes
Elite Home Renovations,(647) 391 9360,Kitchen Planning & Renovation Toronto ON M8V 2M8,98%,https://homestars.com/companies/2928334-elite-home-renovations
D3 Renovations,(226) 271 8202,Basement Renovation London ON N5V 0B6,94%,https://homestars.com/companies/2951185-d3-renovations
TinaLG Interiors,(647) 691 7824,Design/Project Management Carlisle ON L0R 1H1,86%,https://homestars.com/companies/3002366-tinalg-interiors
DreamCraft Homes,(647) 996 9314,Basement Renovation Mississauga ON L5A 4B3,98%,https://homestars.com/companies/3002629-dreamcraft-homes
Quick Master Reno Inc.,(647) 632 3315,General Contractors Mississauga ON L5C 2V7,90%,https://homestars.com/companies/3001056-quick-master-reno-inc
Mmav Construction Corp,(647) 988 8600,General Contractors Toronto ON M6N 2X6,89%,https://homestars.com/companies/3004168-mmav-construction-corp
A-Team Design & Build,(647) 504 8360,Architects Brampton ON L6S 5E9,98%,https://homestars.com/companies/3003183-a-team-design-build
The Six Reno Group Ltd.,(647) 684 6263,General Contractors Niagara Falls ON L2H 2Y6,90%,https://homestars.com/companies/2987252-the-six-reno-group-ltd
New Century Contractors,(647) 261 0815,Builders Toronto ON M9W 6G9,89%,https://homestars.com/companies/3003645-new-century-contractors
Modern Makers Construction Inc,(647) 704 9496,General Contractors Brampton ON L6V 4T7,90%,https://homestars.com/companies/3001458-modern-makers-construction-inc
Dream Homes Constructions,(437) 993 9525,General Contractors Brampton ON L6X 0J8,90%,https://homestars.com/companies/3003408-dream-homes-constructions
GWC general contractor Ltd,(437) 366 7270,General Contractors Brampton ON L6X 0A6,90%,https://homestars.com/companies/2987808-gwc-general-contractor-ltd
J & J Homelife Renovation inc.,(647) 545 0053,General Contractors Brampton ON L6P 1E3,89%,https://homestars.com/companies/2993522-j-j-homelife-renovation-inc
Lamaco Construction Inc.,(905) 975 6275,General Contractors Hamilton ON L8J 2Y1,90%,https://homestars.com/companies/3000720-lamaco-construction-inc
MK General Contracting,(647) 212 0794,Kitchen Planning & Renovation Toronto ON M9B 1A8,88%,https://homestars.com/companies/2995255-mk-general-contracting
Petta Construction,(289) 965 8512,Basement Renovation Hamilton ON L8J 3X6,89%,https://homestars.com/companies/2755766-petta-construction
River Construction,(647) 607 1570,General Contractors King City ON L7B 1H7,90%,https://homestars.com/companies/2952053-river-construction
Tentmaker Fine Carpentry,(416) 414 0514,General Contractors Toronto ON M9B 4K5,90%,https://homestars.com/companies/3002768-tentmaker-fine-carpentry
Sultan Group Inc.,(416) 735 6460,General Contractors Richmond Hill ON L4C 2B8,88%,https://homestars.com/companies/3000727-sultan-group-inc
Royal Crown Construction Inc.,(437) 324 6888,Renovation Advisors Toronto ON M1S 1B8,90%,https://homestars.com/companies/3000497-royal-crown-construction-inc
North Hill Renovation,(416) 268 4366,General Contractors Bolton ON L7E 3V2,98%,https://homestars.com/companies/2908118-north-hill-renovation
Reno My Unit Inc.,(437) 703 9222,General Contractors Toronto ON M5V 1L8,90%,https://homestars.com/companies/2996056-reno-my-unit
LVN Contracting,(437) 262 1897,Basement Renovation Mississauga ON L5E 1C6,89%,https://homestars.com/companies/3003185-lvn-contracting
McIvor Home Improvements,(519) 831 2826,Basement Renovation Guelph ON N1E 5Y1,85%,https://homestars.com/companies/2995009-mcivor-home-improvements
Aqeel Contractors Inc.,(437) 663 6885,General Contractors Mississauga ON L4Y 3B5,80%,https://homestars.com/companies/3006598-aqeel-contractors-inc
TheRenoBros,(416) 457 4097,General Contractors Toronto ON M6M 2N9,98%,https://homestars.com/companies/2999888-therenobros
Masters Vision Solutions,(416) 820 4563,Basement Renovation Toronto ON M9A,90%,https://homestars.com/companies/2997212-masters-vision-solutions
DS Home Improvement,(647) 300 5505,Bathroom Renovation Milton ON L9T 7K6,81%,https://homestars.com/companies/2995610-ds-home-improvement
One Build Inc - Home Renovations & Custom Home Contractor,(289) 253 8377,General Contractors West Lincoln ON L0R,90%,https://homestars.com/companies/2998850-one-build-inc-home-renovations-custom-home-contractor
Jakup's Tech Renovations Inc,(226) 505 3980,Basement Renovation Kitchener ON N2R 1W6,90%,https://homestars.com/companies/2998630-jakups-tech-renovations-inc
Gopro Developments Inc.,(647) 570 5228,Basement Renovation Toronto ON M1H 3A4,90%,https://homestars.com/companies/2999919-gopro-developments-inc
Hakim Construction,(647) 979 4450,Basement Renovation Brampton ON L7A 3E9,98%,https://homestars.com/companies/2998646-hakim-construction
123 Remodeling,(647) 496 1123,Kitchen Planning & Renovation Toronto ON M4N 3N1,98%,https://homestars.com/companies/2998966-123-remodeling
Dan of All Trades,(416) 662 7256,General Contractors Hamilton ON L8E 4Y8,90%,https://homestars.com/companies/2996438-dan-of-all-trades
A.M.A REMODEL,(416) 820 2165,Basement Renovation Burlington ON L7L 6X2,98%,https://homestars.com/companies/2994323-a-m-a-remodel
G.W Home Improvements,(905) 923 7010,Basement Renovation Hamilton ON L9G 2N5,98%,https://homestars.com/companies/2973707-g-w-home-improvements
VFB Renovations,(289) 527 5362,General Contractors Hamilton ON L8J 0K8,88%,https://homestars.com/companies/2940272-vfb-renovations
Rise High Trades,(647) 622 0330,Kitchen Planning & Renovation Mississauga ON L5M 6L2,90%,https://homestars.com/companies/2945479-rise-high-trades
Caliber Contracting,(226) 243 4723,General Contractors Cambridge ON N3H 1V8,89%,https://homestars.com/companies/2789891-caliber-contracting
Roosevelt,(647) 677 4907,General Contractors Toronto ON M9V 4P1,81%,https://homestars.com/companies/2995127-roosevelt
Smooth Renos LTD,(416) 832 5570,General Contractors Mississauga ON L5G 3H4,90%,https://homestars.com/companies/2775067-smooth-renos-ltd
A-Z Property Improvement & Remodeling,(416) 666 1664,Basement Renovation Vaughan ON L4L 9L2,88%,https://homestars.com/companies/2942408-a-z-property-improvement-remodeling
GBR Construction,(647) 915 8441,General Contractors Toronto ON M4K 1S8,98%,https://homestars.com/companies/2992663-gbr-construction
Hartley Homes Inc,(705) 539 0870,General Contractors Hamilton ON L8E 0E1,99%,https://homestars.com/companies/2983760-hartley-homes-inc
Primo Kitchens,(647) 886 5226,Kitchen Planning & Renovation Vaughan ON L4K 1H6,90%,https://homestars.com/companies/2964789-primo-kitchens
Sapphire Kitchens,(289) 969 3342,Cabinetry & Millwork Lincoln ON L0R 1B1,90%,https://homestars.com/companies/2988593-sapphire-kitchens
Frontier Hardscaping & Contracting,(289) 697 4129,Basement Renovation Fort Erie ON L0S 1S0,82%,https://homestars.com/companies/2995140-frontier-hardscaping-contracting
Panjab Builders Inc.,(647) 921 1469,General Contractors Woodstock ON N0J,90%,https://homestars.com/companies/2996055-panjab-builders-inc
Beres Custom Renovations,(905) 399 6846,General Contractors Burlington ON L7L 3B9,89%,https://homestars.com/companies/2965326-beres-custom-renovations
804 Group,(416) 436 3106,General Contractors Burlington ON L7M 0G8,90%,https://homestars.com/companies/3000738-804-group
River Construction,(647) 607 1570,General Contractors King City ON L7B 1H7,90%,https://homestars.com/companies/2952053-river-construction
Prestige Construction & Landscape,(905) 599 8110,General Contractors Oakville ON L6M 1G1,90%,https://homestars.com/companies/2989588-prestige-construction-landscape
Kisense Contracting Services,(416) 525 3740,General Contractors Mississauga ON L5A,89%,https://homestars.com/companies/2971667-kisense-contracting-services
Blue Hammer Construction,(519) 533 3386,General Contractors Thorold ON L0S 1A0,90%,https://homestars.com/companies/2995187-blue-hammer-construction
AKM Construction,(647) 782 7144,Basement Renovation Aurora ON L4G 2H7,88%,https://homestars.com/companies/2995426-akm-construction
MADACON,(226) 501 7725,Bathroom Renovation Brant ON N3L,98%,https://homestars.com/companies/2979157-madacon
PlewaConstruction,(647) 891 6251,General Contractors Toronto ON M9C 3Z9,99%,https://homestars.com/companies/2977616-plewaconstruction
Frank's Flooring,(416) 722 2507,Floor Laying & Refinishing Brampton ON L6S 3Y7,90%,https://homestars.com/companies/2852055-frank-s-flooring
MJE Renovation,(416) 918 5917,Basement Renovation Toronto ON M6E 2A1,98%,https://homestars.com/companies/2989225-mje-renovation
Elpire Group,,Builders Mississauga ON L4Y,89%,https://homestars.com/companies/2995301-elpire-group
Firm Contracting,(905) 807 6709,General Contractors Hamilton ON L9C 3L6,90%,https://homestars.com/companies/2997164-firm-contracting
A-Z Property Improvement & Remodeling,(416) 666 1664,Basement Renovation Vaughan ON L4L 9L2,88%,https://homestars.com/companies/2942408-a-z-property-improvement-remodeling
Izad Build and Renovation Inc.,(647) 633 3393,Bathroom Renovation Toronto ON M3H 1Y7,89%,https://homestars.com/companies/2992006-izad-build-and-renovation-inc
Elite Bathroom Remodeling,(226) 979 7369,Bathroom Renovation Guelph ON N1E 7L5,89%,https://homestars.com/companies/2998314-elite-bathroom-remodeling
Caricum Renovators,(647) 504 7013,Kitchen Planning & Renovation Brampton ON L6T 1N9,89%,https://homestars.com/companies/2993105-caricum-renovators
Northern Origins Construction,(519) 362 3100,Basement Renovation Hamilton ON L9A 4S5,87%,https://homestars.com/companies/2997061-northern-origins-construction
Garcia Property Development,(123) 456 7891,General Contractors Brampton ON L6T 1K6,87%,https://homestars.com/companies/2993975-garcia-property-development
POPstudio Interior Design & Renovations,(416) 951 3157,General Contractors Mississauga ON L5M 5C5,87%,https://homestars.com/companies/2994159-popstudio-interior-design-renovations
Cornerstone Building Group,(905) 624 8896,Home Additions Mississauga ON L4W 0C2,90%,https://homestars.com/companies/2988034-cornerstone-building-group
Godfrey Building Group Inc.,(416) 529 6722,Builders Toronto ON M2P 1C7,85%,https://homestars.com/companies/2987564-godfrey-building-group-inc
BDC renovations,(905) 808 9158,Basement Renovation Milton ON L0P,90%,https://homestars.com/companies/2990050-bdc-renovations
Design To Suit Inc.,(416) 951 2068,General Contractors Mississauga ON L5K 2B2,97%,https://homestars.com/companies/2994585-design-to-suit-inc
Rattana Builds,(905) 324 9791,General Contractors Niagara Falls ON L2G 1X7,89%,https://homestars.com/companies/2994571-rattana-builds
DP1 Construction,(365) 378 3880,Basement Renovation Hamilton ON L8J 0M1,89%,https://homestars.com/companies/2994276-dp1-construction
Better Bonded Construction,(437) 855 9080,General Contractors Mississauga ON L4Z 3K8,89%,https://homestars.com/companies/2995979-better-bonded-construction
New Point Construction,(905) 298 1258,Bathroom Renovation Mississauga ON L4T 0A7,82%,https://homestars.com/companies/2930441-new-point-construction
MEADOWLANDS GROUP INC,(289) 500 4002,General Contractors Newmarket ON L3X 3B9,96%,https://homestars.com/companies/2944128-meadowlands-group-inc
CarpentryBoys Inc.,(289) 242 3402,General Contractors Hamilton ON L8W 0B5,88%,https://homestars.com/companies/2961720-carpentryboys-inc
NS Decor,(519) 781 8402,Bathroom Renovation New Dundee ON N0B 2E0,87%,https://homestars.com/companies/2995826-ns-decor
The One,(647) 281 8668,General Contractors Milton ON L9T 7K6,89%,https://homestars.com/companies/2994221-the-one
Nice Home,(647) 879 2470,Tile & Stone Contractors Richmond Hill ON L4C 2X1,86%,https://homestars.com/companies/2924552-nice-home
Better Bonded Construction,(437) 855 9080,General Contractors Mississauga ON L4Z 3K8,89%,https://homestars.com/companies/2995979-better-bonded-construction
SJ Renovations,(647) 239 3535,Basement Renovation Halton Hills ON L7G 0H6,84%,https://homestars.com/companies/2992479-sj-renovations
Musso Demolition,(647) 642 3366,Demolition Toronto ON M8W 1E9,88%,https://homestars.com/companies/2952498-musso-demolition
Paradise Contracting,(647) 507 5922,General Contractors Richmond Hill ON L4C 9N5,89%,https://homestars.com/companies/2979964-paradise-contracting
Knock & Rock Upgrades LTD.,(905) 334 4501,Basement Renovation Brampton ON L6T 5A2,90%,https://homestars.com/companies/2976065-knock-rock-upgrades-ltd
Golden hands renovation,(647) 676 5714,General Contractors Vaughan ON L6A 0K7,67%,https://homestars.com/companies/2994173-golden-hands-renovation
DBG Contracting,(519) 722 7017,Basement Renovation Cambridge ON N3C 4M1,89%,https://homestars.com/companies/3001804-dbg-contracting
GJN General Contracting,(416) 616 7162,General Contractors Hamilton ON L8H 2M2,89%,https://homestars.com/companies/3002157-gjn-general-contracting
MN Homes,(647) 524 0628,General Contractors Brampton ON L6S 3X2,98%,https://homestars.com/companies/2922187-mn-homes
Humblewood Homes,(905) 782 1669,General Contractors Halton Hills ON L7G 2T5,90%,https://homestars.com/companies/2988774-humblewood-homes
AutumnHill Homes Inc.,(905) 617 2564,General Contractors Oakville ON L6M 3K9,89%,https://homestars.com/companies/2955771-autumnhill-homes-inc
The Guri Group,(416) 771 1212,General Contractors Toronto ON M3N 2Z4,89%,https://homestars.com/companies/2994108-the-guri-group
